School Name,Address,GSO Rating,Academic Progress,Test Scores,Equity Scores,School Types,Star Rating,Review Link,School Link,City,IsPreK,IsElementary,IsMiddle,IsHigh,Normalized Test Scores,Normalized Academic Progress,Normalized Equity Scores,Composite Score,Score Category,Private,Public District,Public Charter,lat,lon
Saint Charles Borromeo Academy,"2808 Cadiz Street, San Diego, CA, 92110",1,,,,"['Pre-K', 'Elementary school', 'Middle school', 'Private']",4.9,https://www.greatschools.org/california/san-diego/8402-Saint-Charles-Borromeo-Academy/reviews/,https://www.greatschools.org/california/san-diego/8402-Saint-Charles-Borromeo-Academy/,San Diego,True,True,True,False,,,,,Data Not Available,True,False,False,32.79292210204082,-117.06624653061225
St. Therese Academy,"6440 Saint Therese Way, San Diego, CA, 92120",1,,,,"['Pre-K', 'Elementary school', 'Middle school', 'Private']",4.0,https://www.greatschools.org/california/san-diego/8403-St.-Therese-Academy/reviews/,https://www.greatschools.org/california/san-diego/8403-St.-Therese-Academy/,San Diego,True,True,True,False,,,,,Data Not Available,True,False,False,32.8435009,-117.2295797
School Of The Madeleine,"1875 Illion Street, San Diego, CA, 92110",1,,,,"['Pre-K', 'Elementary school', 'Middle school', 'Private']",3.7,https://www.greatschools.org/california/san-diego/8404-School-Of-The-Madeleine/reviews/,https://www.greatschools.org/california/san-diego/8404-School-Of-The-Madeleine/,San Diego,True,True,True,False,,,,,Data Not Available,True,False,False,32.8788843,-117.21653569145198
Our Lady Of Mt. Carmel,"4141 BEYER BLVD, San Diego, CA, 92173",1,,,,"['Elementary school', 'Middle school', 'Private']",5.0,,https://www.greatschools.org/california/san-diego/8406-Our-Lady-Of-Mt.-Carmel/,San Diego,False,True,True,False,,,,,Data Not Available,True,False,False,32.736661,-117.174533
St. Columba Catholic School,"3365 Glencolum Drive, San Diego, CA, 92123",1,,,,"['Pre-K', 'Elementary school', 'Middle school', 'Private']",4.1,https://www.greatschools.org/california/san-diego/8409-St.-Columba-Catholic-School/reviews/,https://www.greatschools.org/california/san-diego/8409-St.-Columba-Catholic-School/,San Diego,True,True,True,False,,,,,Data Not Available,True,False,False,32.843585,-117.272567
Springall Academy,"6460 Boulder Lake Avenue, San Diego, CA, 92119",1,,,,"['Elementary school', 'Middle school', 'High school', 'Private']",3.0,,https://www.greatschools.org/california/san-diego/8463-Springall-Academy/,San Diego,False,True,True,True,,,,,Data Not Available,True,False,False,32.5576542,-117.04507596081575
Warren-Walker School,"4605 Point Loma Avenue, San Diego, CA, 92107",1,,,,"['Pre-K', 'Elementary school', 'Middle school', 'Private']",4.3,https://www.greatschools.org/california/san-diego/8508-Warren-Walker-School/reviews/,https://www.greatschools.org/california/san-diego/8508-Warren-Walker-School/,San Diego,True,True,True,False,,,,,Data Not Available,True,False,False,32.724294,-117.081818
Soille San Diego Hebrew Day School,"3630 Afton Road, San Diego, CA, 92123",1,,,,"['Pre-K', 'Elementary school', 'Middle school', 'Private']",4.1,https://www.greatschools.org/california/san-diego/8595-Soille-San-Diego-Hebrew-Day-School/reviews/,https://www.greatschools.org/california/san-diego/8595-Soille-San-Diego-Hebrew-Day-School/,San Diego,True,True,True,False,,,,,Data Not Available,True,False,False,32.798694,-117.019231
St. Paul's Lutheran School and Preschool of Pacific Beach,"1376 Felspar Street, San Diego, CA, 92109",1,,,,"['Pre-K', 'Elementary school', 'Middle school', 'Private']",4.7,https://www.greatschools.org/california/san-diego/8632-St.-Pauls-Lutheran-School-And-Preschool-Of-Pacific-Beach/reviews/,https://www.greatschools.org/california/san-diego/8632-St.-Pauls-Lutheran-School-And-Preschool-Of-Pacific-Beach/,San Diego,True,True,True,False,,,,,Data Not Available,True,False,False,32.67319390676326,-117.05611387998844
La Jolla Country Day School,"9490 GENESEE AVE, San Diego, CA, 92037",1,,,,"['Pre-K', 'Elementary school', 'Middle school', 'High school', 'Private']",3.8,https://www.greatschools.org/california/san-diego/8681-La-Jolla-Country-Day-School/reviews/,https://www.greatschools.org/california/san-diego/8681-La-Jolla-Country-Day-School/,San Diego,True,True,True,True,,,,,Data Not Available,True,False,False,32.779876,-117.198724
Mission Bay Montessori Academy,"2640 Soderblom Avenue, San Diego, CA, 92122",1,,,,"['Pre-K', 'Elementary school', 'Private']",3.6,https://www.greatschools.org/california/san-diego/8819-Mission-Bay-Montessori-Academy/reviews/,https://www.greatschools.org/california/san-diego/8819-Mission-Bay-Montessori-Academy/,San Diego,True,True,False,False,,,,,Data Not Available,True,False,False,32.80394,-117.133368
Montessori School Of San Diego,"1323 West Spruce Street, San Diego, CA, 92103",1,,,,"['Pre-K', 'Elementary school', 'Private']",4.6,https://www.greatschools.org/california/san-diego/8826-Montessori-School-Of-San-Diego/reviews/,https://www.greatschools.org/california/san-diego/8826-Montessori-School-Of-San-Diego/,San Diego,True,True,False,False,,,,,Data Not Available,True,False,False,32.961478,-117.146717
Reformation Lutheran,"4670 Mount Abernathy Avenue, San Diego, CA, 92117",1,,,,"['Pre-K', 'Elementary school', 'Middle school', 'Private']",4.2,https://www.greatschools.org/california/san-diego/8863-Reformation-Lutheran/reviews/,https://www.greatschools.org/california/san-diego/8863-Reformation-Lutheran/,San Diego,True,True,True,False,,,,,Data Not Available,True,False,False,32.8294139621517,-117.08731328587425
Tabernacle Christian Academy,"1765 Pentecost Way, San Diego, CA, 92105",1,,,,"['Pre-K', 'Elementary school', 'Middle school', 'High school', 'Private']",5.0,,https://www.greatschools.org/california/san-diego/8890-Tabernacle-Christian-Academy/,San Diego,True,True,True,True,,,,,Data Not Available,True,False,False,32.89629935,-117.09936070509485
The Evans School,"6510 La Jolla Scenic Drive S, San Diego, CA, 92037",1,,,,"['Pre-K', 'Elementary school', 'Private']",3.7,https://www.greatschools.org/california/san-diego/8892-The-Evans-School/reviews/,https://www.greatschools.org/california/san-diego/8892-The-Evans-School/,San Diego,True,True,False,False,,,,,Data Not Available,True,False,False,33.0011257,-117.1175242
Carmel Valley Middle School,"3800 Mykonos Lane, San Diego, CA, 92130",9,7.0,10.0,10.0,"['Middle school', 'Public district']",3.4,https://www.greatschools.org/california/san-diego/11118-Carmel-Valley-Middle-School/reviews/,https://www.greatschools.org/california/san-diego/11118-Carmel-Valley-Middle-School/,San Diego,False,False,True,False,1.0,0.7,1.0,9.0,Above Average,False,False,True,32.80139906112086,-117.24126413244271
Pacific Trails Middle,"5975 Village Center Loop Road, San Diego, CA, 92130",9,7.0,10.0,9.0,"['Middle school', 'Public district']",4.6,https://www.greatschools.org/california/san-diego/32178-Pacific-Trails-Middle/reviews/,https://www.greatschools.org/california/san-diego/32178-Pacific-Trails-Middle/,San Diego,False,False,True,False,1.0,0.7,0.9,9.0,Above Average,False,False,True,32.808705,-117.14501
Marshall Middle School,"9700 Avenue of Nations, San Diego, CA, 92131",9,7.0,10.0,10.0,"['Middle school', 'Public district']",3.0,https://www.greatschools.org/california/san-diego/6195-Marshall-Middle-School/reviews/,https://www.greatschools.org/california/san-diego/6195-Marshall-Middle-School/,San Diego,False,False,True,False,1.0,0.7,1.0,9.0,Above Average,False,False,True,32.961315119138405,-117.18669725427813
Oak Valley Middle School,"16055 Winecreek Road, San Diego, CA, 92127",8,7.0,10.0,9.0,"['Middle school', 'Public district']",3.1,https://www.greatschools.org/california/san-diego/14247-Oak-Valley-Middle-School/reviews/,https://www.greatschools.org/california/san-diego/14247-Oak-Valley-Middle-School/,San Diego,False,False,True,False,1.0,0.7,0.9,9.0,Above Average,False,False,True,32.87924375,-117.23112468377349
Mesa Verde Middle School,"8375 Entreken Way, San Diego, CA, 92129",8,7.0,10.0,9.0,"['Middle school', 'Public district']",2.7,https://www.greatschools.org/california/san-diego/6036-Mesa-Verde-Middle-School/reviews/,https://www.greatschools.org/california/san-diego/6036-Mesa-Verde-Middle-School/,San Diego,False,False,True,False,1.0,0.7,0.9,9.0,Above Average,False,False,True,32.79228985,-117.08721445748537
Challenger Middle School,"10810 Parkdale Avenue, San Diego, CA, 92126",8,7.0,9.0,9.0,"['Middle school', 'Public district']",3.5,https://www.greatschools.org/california/san-diego/6115-Challenger-Middle-School/reviews/,https://www.greatschools.org/california/san-diego/6115-Challenger-Middle-School/,San Diego,False,False,True,False,0.9,0.7,0.9,8.0,Above Average,False,False,True,32.797058,-117.080658
De Portola Middle School,"11010 Clairemont Mesa Boulevard, San Diego, CA, 92124",8,8.0,9.0,6.0,"['Middle school', 'Public district']",4.3,https://www.greatschools.org/california/san-diego/6130-De-Portola-Middle-School/reviews/,https://www.greatschools.org/california/san-diego/6130-De-Portola-Middle-School/,San Diego,False,False,True,False,0.9,0.8,0.6,8.0,Above Average,False,False,True,32.9466601,-117.2316515
Lewis Middle School,"5170 Greenbrier Avenue, San Diego, CA, 92120",8,8.0,9.0,6.0,"['Middle school', 'Public district']",3.9,https://www.greatschools.org/california/san-diego/6184-Lewis-Middle-School/reviews/,https://www.greatschools.org/california/san-diego/6184-Lewis-Middle-School/,San Diego,False,False,True,False,0.9,0.8,0.6,8.0,Above Average,False,False,True,32.833511,-117.250011
Pacific Beach Middle School,"4676 Ingraham Street, San Diego, CA, 92109",8,7.0,9.0,7.0,"['Middle school', 'Public district']",3.6,https://www.greatschools.org/california/san-diego/6217-Pacific-Beach-Middle-School/reviews/,https://www.greatschools.org/california/san-diego/6217-Pacific-Beach-Middle-School/,San Diego,False,False,True,False,0.9,0.7,0.7,8.0,Above Average,False,False,True,32.9137032,-117.1580597
Preuss School Ucsd,"9500 Gilman Drive, San Diego, CA, 92093",7,5.0,8.0,7.0,"['Middle school', 'High school', 'Public charter']",3.8,,https://www.greatschools.org/california/la-jolla/11112-Preuss-School-Ucsd/,San Diego,False,False,True,True,0.8,0.5,0.7,7.0,Above Average,False,True,False,32.820459064803984,-117.09969017510568
Magnolia Science Academy San Diego,"6525 Estrella Avenue, San Diego, CA, 92120",7,6.0,9.0,7.0,"['Middle school', 'Public charter']",4.4,https://www.greatschools.org/california/san-diego/14791-Magnolia-Science-Academy-San-Diego/reviews/,https://www.greatschools.org/california/san-diego/14791-Magnolia-Science-Academy-San-Diego/,San Diego,False,False,True,False,0.9,0.6,0.7,8.0,Above Average,False,True,False,32.679771,-117.048057
Bernardo Heights Middle School,"12990 Paseo Lucido, San Diego, CA, 92128",7,6.0,9.0,7.0,"['Middle school', 'Public district']",2.9,https://www.greatschools.org/california/san-diego/6027-Bernardo-Heights-Middle-School/reviews/,https://www.greatschools.org/california/san-diego/6027-Bernardo-Heights-Middle-School/,San Diego,False,False,True,False,0.9,0.6,0.7,8.0,Above Average,False,False,True,32.9055621,-117.1259989
Black Mountain Middle School,"9353 Oviedo Street, San Diego, CA, 92129",7,6.0,9.0,6.0,"['Middle school', 'Public district']",3.9,https://www.greatschools.org/california/san-diego/6028-Black-Mountain-Middle-School/reviews/,https://www.greatschools.org/california/san-diego/6028-Black-Mountain-Middle-School/,San Diego,False,False,True,False,0.9,0.6,0.6,7.0,Above Average,False,False,True,32.9966162,-117.0653275
Farb Middle School,"4880 La Cuenta Drive, San Diego, CA, 92124",7,8.0,7.0,6.0,"['Middle school', 'Public district']",4.1,https://www.greatschools.org/california/san-diego/6139-Farb-Middle-School/reviews/,https://www.greatschools.org/california/san-diego/6139-Farb-Middle-School/,San Diego,False,False,True,False,0.7,0.8,0.6,7.0,Above Average,False,False,True,32.853108,-117.20672683214642
Pershing Middle School,"8204 San Carlos Drive, San Diego, CA, 92119",7,6.0,9.0,6.0,"['Middle school', 'Public district']",3.9,https://www.greatschools.org/california/san-diego/6223-Pershing-Middle-School/reviews/,https://www.greatschools.org/california/san-diego/6223-Pershing-Middle-School/,San Diego,False,False,True,False,0.9,0.6,0.6,7.0,Above Average,False,False,True,32.83647418170573,-117.175062
San Diego Scpa School,"2425 Dusk Drive, San Diego, CA, 92139",7,6.0,8.0,7.0,"['Middle school', 'High school', 'Public district']",3.0,https://www.greatschools.org/california/san-diego/6229-San-Diego-Scpa-School/reviews/,https://www.greatschools.org/california/san-diego/6229-San-Diego-Scpa-School/,San Diego,False,False,True,True,0.8,0.6,0.7,7.0,Above Average,False,False,True,32.7473514,-117.2309660252935
Standley Middle School,"6298 Radcliffe Drive, San Diego, CA, 92122",7,6.0,9.0,5.0,"['Middle school', 'Public district']",2.4,https://www.greatschools.org/california/san-diego/6240-Standley-Middle-School/reviews/,https://www.greatschools.org/california/san-diego/6240-Standley-Middle-School/,San Diego,False,False,True,False,0.9,0.6,0.5,7.0,Above Average,False,False,True,32.801042,-117.13122
Wangenheim Middle School,"9230 Gold Coast Drive, San Diego, CA, 92126",7,8.0,7.0,6.0,"['Middle school', 'Public district']",4.4,https://www.greatschools.org/california/san-diego/6252-Wangenheim-Middle-School/reviews/,https://www.greatschools.org/california/san-diego/6252-Wangenheim-Middle-School/,San Diego,False,False,True,False,0.7,0.8,0.6,7.0,Above Average,False,False,True,32.5703814,-117.0281981232802
Innovation Middle School,"5095 Arvinels Avenue, San Diego, CA, 92117",6,6.0,6.0,5.0,"['Middle school', 'Public district']",4.6,https://www.greatschools.org/california/san-diego/24692-Innovation-Middle-School/reviews/,https://www.greatschools.org/california/san-diego/24692-Innovation-Middle-School/,San Diego,False,False,True,False,0.6,0.6,0.5,6.0,Average,False,False,True,32.75974205238483,-117.07481324478563
Vista Del Mar,"4885 Del Sol Boulevard, San Diego, CA, 92154",6,6.0,6.0,5.0,"['Middle school', 'Public district']",,,https://www.greatschools.org/california/san-diego/27081-Vista-Del-Mar/,San Diego,False,False,True,False,0.6,0.6,0.5,6.0,Average,False,False,True,32.73947235,-117.14994986005942
Correia Middle School,"4302 Valeta Street, San Diego, CA, 92107",6,5.0,9.0,5.0,"['Middle school', 'Public district']",2.8,https://www.greatschools.org/california/san-diego/6122-Correia-Middle-School/reviews/,https://www.greatschools.org/california/san-diego/6122-Correia-Middle-School/,San Diego,False,False,True,False,0.9,0.5,0.5,7.0,Above Average,False,False,True,32.828099,-117.172489
Marston Middle School,"3799 Clairemont Drive, San Diego, CA, 92117",6,5.0,8.0,4.0,"['Middle school', 'Public district']",3.8,https://www.greatschools.org/california/san-diego/6196-Marston-Middle-School/reviews/,https://www.greatschools.org/california/san-diego/6196-Marston-Middle-School/,San Diego,False,False,True,False,0.8,0.5,0.4,6.0,Average,False,False,True,32.7346398,-117.219715
Taft Middle School,"9191 Gramercy Drive, San Diego, CA, 92123",6,8.0,6.0,4.0,"['Middle school', 'Public district']",2.8,https://www.greatschools.org/california/san-diego/6242-Taft-Middle-School/reviews/,https://www.greatschools.org/california/san-diego/6242-Taft-Middle-School/,San Diego,False,False,True,False,0.6,0.8,0.4,6.0,Average,False,False,True,32.560315,-117.03908276326374
High Tech Middle Media Arts School,"2230 Truxtun Road, San Diego, CA, 92106",5,5.0,6.0,4.0,"['Middle school', 'Public charter']",4.9,https://www.greatschools.org/california/san-diego/14635-High-Tech-Middle-Media-Arts-School/reviews/,https://www.greatschools.org/california/san-diego/14635-High-Tech-Middle-Media-Arts-School/,San Diego,False,False,True,False,0.6,0.5,0.4,6.0,Average,False,True,False,32.83846,-117.182041
